"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Ecuador","ECU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49383226759.2146","53244119487.0415","55608906070.8352","58050320361.7702","61814654840.704","64532449392.3938","66852018674.3677","70992445182.7899","74136569424.8266","71642608049.4488","74043841103.1165","78706481802.139","83226863411.5377","87080715749.4805","96767828100.1704","105061868142.164","113007687560.374","118584813696.74","128576671514.5","130290804563.046","136455680459.363","150266909235.128","159559695566.132","175196209316.482","186846614273.657","179309604311.665","181967413007.433","195010792573.628","202267590160.504","205903294944.802","192163176714.685",
"Egypt, Arab Rep.","EGY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","208321874920.555","217790572126.85","232717288850.924","245144133730.445","260326988451.598","278124782538.52","297346098873.22","319286474518.381","340882281186.999","366736982096.423","398818686037.77","421974978053.264","438895222684.302","461322134076.189","493127762500.103","531226710261.417","584759230065.215","643027593658.501","702447294120.621","740882252585.784","788094704336.246","818754235836.905","958659720240.143","992022227977.067","985262043446.578","1064235799328.8","1057086848346.43","1062265603571.56","1145575835765.82","1230830145121.9","1289649795936.2",
"Euro area","EMU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5279730593192.5","5606572422680.7","5815193347542.68","5912058260279.07","6186205933477.07","6470199335691.23","6685703250674.08","6983046512458.95","7333796700343.74","7634417872431.69","8137329539136.32","8549397966929.26","8924381848858.97","9110264588377.54","9520971720141.54","9907225405669.19","10752392250807","11435811594758.1","11938659423092.4","11676908770847.3","12034573086058.3","12553205252460.2","12706494824251","13150084491246.8","13521468947718.7","13931935537255.3","14822272511652.7","15562750803678.7","16266466012820.1","16930410111984.8","16139786939518.9",
"Eritrea","ERI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1836429614.46398","2132903282.75395","2640747595.75814","2773186822.22591","3085429155.40254","3388982041.55673","3487874376.7852","3538709387.11861","3504145050.70487","3894538515.38692","4075039897.8946","4040494310.24776","4209509459.7278","4452380665.815","4542659675.71869","4731244991.5963","4351411600.70504","4554553075.01286","4708725093.18969","5224331270.24732","","","","","","","","","",
"Spain","ESP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","530638070176.855","562549788833.292","580716550309.728","588343525048.122","615227258586.272","645448252087.321","675655555893.167","717288364100.496","768102087025.957","805891424628.996","876008215818.019","937888672439.445","1009753311276.12","1055547880591.59","1121204649524.48","1205129771230.45","1362070766896.93","1466710759579.98","1528583945708.69","1488992580957.79","1476807962883.93","1489595017146.76","1483646917303.62","1512074688796.68","1558305994181.4","1621069891987.84","1733214656948.48","1841780549395.31","1904059536920.99","1987721055347.1","1815608483589.18",
"Estonia","EST","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9286509816.64774","9731868957.20058","11163547238.1645","11713361519.5769","11694825363.5915","13167131055.9059","14323575959.0982","16087733549.9594","17982507804.2421","19790063534.922","22536536810.9861","26019590058.4672","29720530142.1396","30488783700.7275","27348150613.7528","28807758752.0959","32598232994.527","34384867089.0084","36198153224.201","38050116722.6556","38378217195.5802","41201006348.4063","44556473262.6919","47801127926.7405","50812865422.0709","50480492191.2328",
"Ethiopia","ETH","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19861923857.8327","19068024748.1551","17811211600.9241","20629783004.4564","21742451908.1599","23558577167.2564","26970957181.1757","28313601759.7533","27642133142.4657","29488760481.6127","31978926212.1031","35393256881.9779","36497685087.8935","36371985955.2693","42420726703.5898","48911885234.8624","55851901028.9292","63922607129.3671","72196432560.1741","79150399766.5965","90122255177.1875","102289393957.91","112533091823.037","122434385173.204","148485604878.241","167119104031.576","194651496419.484","215094143811.298","235271659402.583","259501226155.106","278431435525.724",
"European Union","EUU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6216608815111.22","6519944545099.44","6737186286805.26","6861398720058.61","7195182236135.44","7550577499645.37","7814643951239.97","8149712378490.76","8548283142626.64","8895833200149.87","9480997182048.36","9964005239911.88","10421690777996.4","10672689225799.7","11216909588711","11680193738182","12710965346459.7","13590487012167","14292759563689.4","14038746056127.5","14522341705236.5","15191343485778.4","15420826464386.9","15968823358359.1","16446501023901.1","16991708022979.1","18078033140096.9","19041729260892.4","19956624434829.1","20865776964221.9","20046175072173.2",
"Fragile and conflict affected situations","FCS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","803074902632.579","863229285664.544","914061727921.945","950922305993.095","968022113594.938","1013501858986","1076852073327.65","1166462123758.88","1257133036362.46","1308625561256.37","1420776938040.99","1510075188959.09","1553430490736.7","1533534075497.39","1797404485976.2","1992062569684.54","2206686713164.86","2425370918197.02","2623093804265.56","2743733390650.85","2932929939175.45","2989599779462.07","3251909172603.19","3446116990494.07","3581422683596.21","3469102047663.79","3540982452279.73","3752454102192.45","3957561994752.73","4154847112730.92","4017838877816.76",
"Finland","FIN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90265848548.9923","87825382130.7148","86867337299.2047","88336815286.099","93798773315.5829","99803833599.8509","102688657703.133","111981122064.85","121498842738.499","127934744369.414","138703561571.422","144266612136.598","148763741906.139","151289835349.714","162992881035.053","168146788316.398","181207160374.788","199873497786.211","212980676990.544","202878409362.365","209096799360.739","220471055643.893","221285752810.968","225680035610.262","228058553146.46","232867491858.974","246928408039.55","262026475788.422","274157978914.539","284480511478.891","281018749338.114",
"Fiji","FJI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3058693102.25947","3076753159.84522","3338828711.3631","3490774165.86316","3747148137.23302","3921365110.64708","4184835937.13523","4165955092.73288","4267610754.99997","4710198560.99713","4733630525.21469","4934208367.53019","5172647992.90434","5321396045.96229","5754286243.18659","5975063668.66377","6269918031.41014","6383577453.46452","6574958071.44493","6533256125.20688","6804670601.4552","7134734867.15989","7646755789.3648","8254663160.44005","9831527135.70518","10781765000.9703","11020155995.5114","11783674123.9893","12526618976.9423","12693427759.2139","10823974334.5855",
"France","FRA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1025467669734.99","1071257900454.03","1113195253051.49","1132405227954.61","1183862536059.2","1234150344177.85","1273114523435.78","1333376996155.95","1405861395528.77","1470523899441.7","1589936180393.89","1687448028312.09","1762926373243.27","1751797544832.54","1820723750991.02","1926880446239.76","2062930997917.15","2181668616431.29","2259256991361.58","2245566957467.61","2336458699266.96","2446475413051","2474003939353.38","2608522466158.15","2662033396692.53","2718496736713.76","2864106383742.44","2983008898740.32","3128337906760.32","3336885636375.57","3147996259903.87",
"Faroe Islands","FRO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170422441.762911","189271637.171164","201343884.611802","222895645.185414","226438545.291684","247403249.171007","243915675.206099","233229361.345254","242577472.60937","249462030.152831","267367014.880799","279154083.644587","285120758.998075","294981392.270774","293592427.621849","308919163.402916","318009716.654237","320556238.472526","318920730.936647","324864719.617549","336075697.307838","354035867.533622","354089774.691078","347045410.623857","345315038.223687","364716357.97456","371860687.894179","389013434.198747","399196702.964323","411096448.149418","408553765.679502",
"Gabon","GAB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11761989374.1381","12903017061.5368","12789256711.877","13609104514.4426","14415778957.9751","15450117605.3435","16303333412.0905","17547138371.0185","18361763868.0569","16963003476.6393","17015659145.9437","17760178208.9234","17996173809.3228","18742324018.1003","19379622850.2116","20518080320.0839","20545716836.7383","22365200621.7813","22045903325.4295","22242921983.0834","24097481835.4598","26345487003.7203","26868451928.813","27463881944.8317","28955844877.1506","28630139365.0076","28684983156.4358","30986311650.7557","31996160478.5519","33844243576.9496","33610141991.3013",
"United Kingdom","GBR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","972727057280.763","994529799088.3","1021274203546.81","1071501134734.38","1136471915938.45","1193940377704.89","1275076019742.04","1343714867283.85","1385125329174.66","1435578291557.54","1559691384142.69","1644661007917.83","1725432214728.13","1808752849571.34","1921522058075.86","1977979675503.34","2117407014424.59","2186269539501.48","2278427398954.81","2194514559207.16","2297533015916.9","2364569465138.54","2453351747492.28","2579158803764.99","2686202472925.53","2794324172515.81","2928593108075.34","3063306948134.75","3181006245327.71","3297284139056.31","3082001918324",
"Georgia","GEO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27502286512.042","22433122573.0264","12642338804.0015","9149997397.89441","8373468759.28357","8771327160.67903","9932303384.14554","11173375015.1153","11649960737.0356","12157256763.287","12657517073.2423","13556742862.2903","14524990237.2218","16430841718.4848","17850911489.6128","20172105873.8104","22740224101.0782","26288412674.7565","27447928249.6555","26647548491.9831","28642799807.5431","31404963200.6754","36640112634.8222","39451053057.9766","43054252353.1571","45035492644.5473","47930061166.6244","50662483514.4009","54391332779.6939","58120644334.6902","54824125849.1888",
"Ghana","GHA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18268245971.0552","19883562044.7859","21125636048.7714","22675265176.0398","23923740883.31","25429872679.9286","27087315137.4021","28728687636.7263","30417594045.6373","32214460992.1952","34153187509.3857","36298404712.2568","38531824462.3628","41288261828.3334","44774219863.6373","48892878511.0014","53596271579.8169","57428333017.0412","63902175177.1407","67508666321.5846","73690444294.1948","85797385076.0381","98315093257.2606","140882670454.275","151592328449.185","144983754861.81","142202680902.213","148982694254.14","162018563034.433","175642865975.039","178429960611.684",
"Gibraltar","GIB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5604779166.55977","5945749510.60462","6280162221.30079","6753312626.03739","7171363021.97168","7659101208.80578","8147310162.3541","8722707854.88804","9142327407.99573","9627862283.37086","10089469201.4094","10687978019.2205","11417760036.454","11775008523.4823","12374984107.7846","13142923426.5093","13701736683.4519","15029008636.1193","15954575160.1083","15895726717.032","16854986319.6153","18172750190.6578","19125167503.1916","19730520884.617","20122408008.2583","20799124961.1002","24399990225.9637","29176885979.9954","31777170682.035","34170665277.306","36985530770.8099",
"Gambia, The","GMB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1486965080.76182","1585013676.18766","1675907813.49426","1767309110.79206","1807834668.18149","1862019820.10154","1938273738.2469","2069607006.78101","2166152358.5547","2338062671.72713","2521797590.05633","2726583801.39222","2679696254.54467","2916974709.34523","3206689019.07315","3228813825.60575","3308042803.02274","3500282386.08419","3791601187.66594","4075170886.59331","4366237247.74453","4095033765.28765","4190620609.90576","4165986163.68023","4102796584.71164","4311179261.73183","4446016237.15633","4588632823.22907","5038758421.62489","5444309702.68832","5495999139.2188",
"Guinea-Bissau","GNB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","986985518.670986","1072401529.50064","1108905844.97132","1159029683.61654","1221660834.59736","1302158074.98285","1479816190.68589","1604185817.36023","1166391791.85291","1195366686.47944","1288411407.75223","1345492467.78335","1353309810.06555","1386278645.00362","1462911531.2359","1572833647.49254","1657852360.89437","1757935025.41928","1849541241.33285","1926426824.73444","2038736560.95379","2249594251.25778","2175252518.53473","2248857564.16191","2332574695.02558","2774674410.9887","3113471483.94557","3519615667.21345","3650388398.4485","3882753264.08843","3833810922.10675",
"Equatorial Guinea","GNQ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","273945598.525082","280314704.921135","386318639.993849","439109380.605434","523243657.927885","627629899.357857","1064648745.41664","2708923093.53477","3390693734.17627","4322400660.71903","5223898642.66177","8722003541.20019","10584365243.6776","12285432329.6125","17410170853.2041","20959296043.6284","23257333796.9397","27531778948.9456","33063039146.6364","33762635648.2781","31107908523.9633","33829572382.3589","38742501085.3548","37422586820.9297","37816353965.5144","28095292742.1539","24861119032.1946","28459489607.0026","27325291211.4136","26150162020.8786","25160908485.3486",
"Greece","GRC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135408020600.103","144326779220.846","148649299577.712","149736420646.998","155992549905.3","162607633841.208","170909934297.719","182840023207.218","193323714159.601","198711870247.148","210979945689.354","227712026883.675","246559427543.151","260874559084.5","278691714741.976","281028288686.782","314200907723.437","323550929517.93","341817993053.192","337447729410.127","310668079608.997","285079593304.756","275143590350.289","284949103892.689","290011169381.561","289570760339.534","296466369907.234","307636097252.196","318261408089.219","330671846128.306","304079358831.698",
"Grenada","GRD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","455268982.35877","477186374.262242","483906898.488864","485673610.822408","504445596.94285","525990613.947232","559393465.021389","597954392.784926","675756101.229566","732801841.63954","785803167.180392","786786462.861541","826703734.536299","921748404.829422","940435296.66762","1098472403.99823","1086498720.73044","1184003536.94945","1218471126.43197","1146564908.52546","1153994996.51296","1187113039.99111","1199574282.19567","1285879276.92482","1420279857.55212","1551090812.87388","1656776976.9124","1798099078.35128","1920434806.49609","1969096041.58042","1719015800.38886",
"Greenland","GRL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30060040389.4721","32213458582.2641","34541689708.6288","36749096392.4937","39047863602.3816","41839479072.8943","43865724775.3327","46598688073.0492","49476274198.2561","52121478537.8423","55209685762.7599","57736723347.6202","60901722642.9454","63620997665.3058","67383930499.2081","71759179634.4133","77887088274.0812","85048219083.536","89558087226.7302","90671190119.6935","94373325496.7776","100356396780.438","106499944416.169","112026328527.748","118753948140.898","127566291555.947","130131253708.676","133882980507.73","141651998407.763","149755962160.604","149202535759.408",
"Guam","GUM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2269040445.01809","2487877831.25399","2741979506.54916","3036446796.45309","3365902800.0082","3609387217.71062","3967876911.70235","4288455667.12446","4263904997.80135","4453507809.95781","4490969961.27326","4694094134.89431","4822351124.40341","4880852454.05768","5090614555.57304","5146774905.05107","5574525758.87047","6135919068.02875","6355730528.55345","6652443235.98676","6984232260.76107","7510830548.78362","7916298602.38304","8369728851.78957","8360281355.32149","8593945843.62234","8713910376.3188","9306806134.43556","9953500968.92598","10673470687.2958","15493044374.8768",
"High income","HIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18383338346925.3","19368186833478.5","20278727247116.2","21045641123936.7","22259725081566.2","23401544554454.5","24607044745656.6","25891753626385.8","26935484251988.7","28203105442635.3","30176229725039.8","31360877075945.9","32588029915104.8","33912851943892.2","36048609022572.2","38079790867593","40835066352082.8","43163553505210.2","44624764319619","43783536164866.9","45721480507568.7","47830685237953.3","49424205922596.3","51326696810034.6","52992471384234.6","54236139528566.1","56114802117202.4","58669547036664.1","61429136310768.7","63639869947399.4","61678106638851",
"Hong Kong SAR, China","HKG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104156115501.32","113818212449.574","123670298197.031","134452388764.04","145612460789.694","152194761505.169","161581196788.946","172857976023.555","164520495485.991","171079409343.2","188307535689.445","193517267709.066","199834870952.123","209766877964.518","234155428018.123","259287931065.441","285921047371.508","312582459092.73","325443475331.398","319860370245.394","345486877582.287","369685331700.329","373482558531.676","385448332074.392","396043918178.997","411294477052.779","419810624219.189","442387687745.01","465904007388.836","466255341756.142","443012720213.028",
"Honduras","HND","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10162455752.514","10157395056.2795","11019860699.9744","12013855263.6908","12296403388.1992","13331267326.9832","13829323137.4916","14723868834.6088","15424159923.6583","15531748233.494","17036736964.317","17884544595.2202","18849502622.5003","20072566940.6346","21897625326.5748","23945932319.4737","26290762652.7496","28667668913.0693","30461990353.2645","29947848187.0113","31427232362.6168","33314349143.9269","34844289142.3691","36445584467.0234","39875503507.5608","43955139193.462","47719049297.9263","52444135530.2339","55768198754.2598","58269725391.5089","53665303667.2959",
"Heavily indebted poor countries (HIPC)","HPC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","384645013199.347","401932323414.452","410069103304.985","425000261502.278","434643552386.359","466731962673.541","500521454242.349","534838656332.504","559832949477.784","586387963700.345","617590918322.228","657157814693.213","689752862577.611","732003961783.506","794310328763.644","865687616215.69","944910933506.197","1024435610637.93","1102701320608.73","1152169274533.96","1236868073999.94","1314844263797.14","1344253136684.17","1474537926179.97","1613698743409.43","1692185880000.23","1807359810226.03","1918522614380.37","2046714539614.26","2172410932525.6","2202517967482",
"Croatia","HRV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37240020888.7369","40139856602.0294","43331947475.0281","44913452260.539","44946969810.1631","47758336304.6971","50136589433.2407","54937605106.9036","58819333122.2652","63118485568.5858","66534271494.1331","75756698376.4368","83918303595.7201","90165329670.1155","86810987771.8088","85833356043.6959","89955795874.8897","91315690455.8285","93970394009.1057","94622446381.2656","97949015669.7024","105239028827.118","111997870082.345","118385505329.508","125980487092.445","117911082221.926",
"Haiti","HTI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15100659122.1901","15904905400.5055","15403577820.3564","14913038863.6361","13411235877.7359","15047695438.9466","15957713462.3739","16682392302.3614","17238235898.7894","17961066537.6561","18522346923.257","18863743328.1243","19363674109.9684","20409799765.2519","20683061648.8509","21982539559.9376","23048358870.3253","24781420144.6972","25934962104.9872","27671991007.0874","26412330081.787","28338743512.0008","28317559793.5753","30705944268.3952","31282859076.0868","31002356005.9301","33430852748.7186","34630691147.5786","36053609416.1394","36079021399.337","35279909777.9361",
"Hungary","HUN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86153044158.7966","85416346115.348","86936351390.7852","91409628025.0885","94716455205.1205","96196504213.1441","101067166852.986","106748523552.132","111315201192.571","121085109186.054","134614917256.414","147567884018.729","156657222791.737","164327258422.771","172611895620.975","184958828753.657","191830802676.987","208070456356.536","207920311836.47","217684947265.773","229736703978.527","230898725659.909","242941598582.397","253565765890.429","263858067583.423","274278759096.808","288755963637.472","311477647184.721","331843246188.188","324217449124.083",
"IBRD only","IBD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10165981928549.5","10714336375854.9","11189899918662.5","11809796786723.7","12452960563981","13267922354547.5","14243371607997.3","15217589807295.8","15545624036696.3","16368393127137.2","17729972005170.3","18795641849064.6","19945341827951.2","21513293261935.6","23837617346754","26376804187327.3","29740231676852.1","33228795650686","36239570396377.4","37695584982314.7","41080151150440.7","44676612275853.1","47892120849869.2","50635731650074.8","52610117904538.3","53534835916301.5","55971126532255.2","59401249355456.2","63770392865663.2","67242702092773.3","66486813568877.8",
"IDA & IBRD total","IBT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11258339185106.6","11865432944407.7","12390865769591.9","13050751792165.4","13730358135901.2","14620193242204.3","15686778792265.8","16737889355930.5","17133986779543.2","18032244427130.1","19500883199142","20687906431355.6","21965695853681.1","23676864607927.6","26211003203241.6","28977130512352.9","32585972422310.5","36330370377919.4","39560478546512","41206324204380.9","44842512836760.7","48680614311411","52072584904653.1","55149038313447.5","57480027692649.3","58624244653685.5","61288514335829.5","65035625510280.1","69816955010079.1","73648205068701.4","72970817411564.5",
"IDA total","IDA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1095819592111.5","1154742285108.84","1204745645738.82","1244380910022.46","1280616628947.49","1355588084758.3","1446822077399.01","1523562624860.67","1592319084700.57","1667865638028.6","1774543861135.61","1896427527383.65","2025028154822.3","2168431976923.29","2378494087431.37","2605678690102.58","2850776536097.9","3106297110046.23","3325343098809.69","3515426460781.08","3767386225752.06","4009351182033.48","4187081093985.35","4519564996445.12","4877955582152.77","5098740164426.91","5327103971583.2","5644590163213.91","6057502811764.55","6417365807719.5","6497186311234.52",
"IDA blend","IDB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","559606274793.882","591347395019.383","624467631725.853","638188533637.47","658746229625.963","688779498273.94","733321866515.32","761054875841.909","790867511546.013","821639049030.975","872509931852.563","929805219285.156","1005039843676.07","1077967540357.64","1190913165035.08","1302743924131.44","1421002910618.48","1542287159836.91","1633544079322.31","1736085319707.59","1851768344511.24","1974826416168.77","2058300156609.96","2190844523798.44","2346390603562.84","2434705176605.05","2482560928686.56","2601587785634.98","2770629990179.13","2883278543229.67","2881753909120.72",
"Indonesia","IDN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","558774614906.229","617599563136.178","672717169389.859","733401200225.154","805541513527.764","890036966195.71","977192086623.17","1041413997184.03","914893141070.981","935444860651.984","1003409878357.44","1062779719417.25","1128166279136.92","1204049454381.46","1298670016319.68","1415353361050.54","1538398895700.02","1679958456542.15","1815628705517.81","1914153967345.5","2056981019927.07","2229511719014.97","2413435225696.69","2535041372928.96","2622251600815.57","2647706548803.03","2744896640112.26","2894125530220.37","3116958911116.03","3331807553957.09","3300948636284.09",
"IDA only","IDX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","536298562801.713","563361818172.338","579684162260.118","606062085303.518","621637844504.043","666988019746.608","713777509902.482","763327693174.138","802522893819.06","847668001658.955","903647079694.267","968465228466.534","1021409318663.04","1091943733333.14","1188997985021.25","1304533516518.03","1431626035314.87","1566175143755.8","1694539078339.5","1782221241002.86","1918720235503.47","2037818905247","2132238958511.04","2332588715210.48","2536472279584.57","2669884814933.78","2853449216192.9","3053760445186.33","3299389136530.19","3549719441506.52","3632966360420.12",
"Isle of Man","IMN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1048721458860.23","1095644743985.09","1182049975428.68","1267556224161.08","1380831944079.4","1516570791568.9","1660928910357.75","1759096527697.86","1888909813756.38","2085682732543.69","2214209383960.06","2371931984607.47","2501105223095.37","2747800522348.92","3045344755474.08","3389017492184.65","3773022708578.03","4171185449753.47","4383576794711.13","4764254227921.92","5229333741119.76","5618380734786.9","6153155415797.75","6477517561942.86","6781021982581.72","7159798324012.18","7735001687457.93","8276934253114.33","9029375940711.86","9562005607605.22","8972134487506.71",
"Not classified","INX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48176248604.742","50766538363.1086","53659421128.4267","56409786969.8964","60930538604.5378","68201535441.701","74317086701.8313","83140533579.3181","93157098364.7","101534472721.861","114987725984.539","125967460163.514","138491150176.63","144856770991.402","157524240554.692","168336054806.382","188778268823.593","205504106549.206","198299092484.809","188225361167.461","197163552271.651","206471050963.725","213241082189.65","221160036389.277","238002440659.259","324570321087.434","339999799820.973","373770580497.352","412094259876.008","441873732572.682","475683734809.11",
"Iran, Islamic Rep.","IRN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","405678109494.681","471389262572.439","495932258076.65","512908318487.111","516139215449.915","538998362521.783","577392545412.813","590646028653.897","610280250371.288","624877009212.093","675955891323.579","696679678545.651","759270638672.037","840746935458.536","901231794002.663","958947642349.376","1037363705684.15","1152107949767.8","1177464322047.07","1198392752461.62","1282648743150.82","1344086183911.39","1204868695388.78","1168173442990.26","1180245347698.22","1066588920477.83","1114814815036.12","1172665437001.49","1128459783071.41","1070680601853.69","1119881955191.85",
"Iraq","IRQ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47883474186.3519","64936631855.0986","86611272341.6721","91870539838.8004","95785489865.231","108288887630.378","133634845901.949","182244439910.561","217381027435.822","259847323269.002","270224435739.815","251994049035.97","162581938193.032","256084692644.573","268476401388.291","292218765526.546","305726586077.155","337318189594.393","351375625502.977","378229231184.638","415269270855.8","483559417994.869","515106414386.02","477915775957.398","347324222790.713","345187247265.842","395294585902.049","415446982060.298","448054694317.543","382241893154.867",
