"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Libya","LBY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91205951592.9343","96675513745.9538","97054365517.2104","97644210415.3266","112402952967.548","120579097289.918","139094545380.68","152619364179.002","166674442913.096","174448757419.77","174389766718.888","185280496395.06","71733711996.5322","152651325256.257","125579914377.392","90996326484.5627","78431959498.8301","72119611548.432","87115614620.6817","102706797809.041","107191362396.378","74500228836.0252",
"St. Lucia","LCA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","941327789.310988","976817203.580124","1078535417.2969","1110539480.09","1152385939.2555","1197119085.53531","1254665407.67946","1268236167.34298","1363135072.72165","1419745599.34067","1452191226.1255","1433466789.27574","1462204942.34418","1552874875.6465","1710573590.59275","1756619783.23652","1921899139.06203","2006911254.68825","2147208890.93694","2102372685.50467","2160982672.0972","2327094347.93733","2310594135.16849","2394488504.6185","2453549036.70769","2427466022.20243","2572974884.61843","2701367915.57793","2847178700.98411","2896152063.9817","2333024467.40917",
"Latin America & Caribbean","LCN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2738465462674.92","2933787584520.57","3090736964402.9","3240358016438.41","3472758060889.28","3593074723952.77","3792625466553.46","4063080926319.5","4206478578573.55","4270942659783.2","4527889244704.17","4660108348547.52","4747444356706.98","4932799156719.46","5378598054601.77","5792536090307.46","6356989818596.78","6888773608675.93","7321566135880.84","7288812777826.14","7829224041214.52","8436485345863.62","8702207488407.94","9093169312372.32","9386499098682.85","9355201923180.93","9612848354891.42","10107722606605.9","10502906625788.1","10823794435666.8","10224934695668.5",
"Least developed countries: UN classification","LDC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","469204308173.885","495564997971.153","511890303115.622","527590683469.367","543782525197.137","587961288096.406","632985009499.284","676043582280.642","711110176605.151","752130812899.654","803325817218.315","865662593370.985","922634531161.938","989944068909.637","1082992617896.92","1201043280190.67","1325508373584.64","1463088348696.79","1589547884064.47","1671832549052.32","1798486958773.25","1906996721734.18","1999909381642.78","2151215484365.48","2339765592577.55","2444407006554.86","2613297905393.35","2799329212006.54","3008842467373.45","3226490286254.58","3298125219724.35",
"Low income","LIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","228417169015.423","239878933804.032","245669592791.657","256217729233.958","264980941174.114","284480894700.995","305835061720.774","327922423568.967","343457708783.075","360599503136.726","381589189194.832","411261071532.48","434643623371.525","464587904333.61","505724360589.927","556147392514.442","608022288195.736","664784732558.598","716081650058.533","748069429931.24","809780047533.688","837610823139.536","815765218591.201","874025802359.184","966892883297.381","1026896913608.24","1118055769872.02","1180604939212.58","1255020438893.59","1334356134004.84","1362881418102.38",
"Liechtenstein","LIE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39941097175.3291","43191227829.437","46119236072.1447","50470105333.8847","54434493965.7102","58632654852.8132","61975015939.12","67123965355.0553","71068723434.2775","75195282934.8044","81488854985.8475","81989294209.3868","86588197086.6786","93435315263.2568","101175371580.305","110838749943.562","122949606636.857","134833530455.682","145634986466.306","151938419569.196","166030136722.973","183744230021.17","210687556548.255","223389738314.381","233894955001.782","242360503475.594","259190046868.401","269853543169.891","285374282250.966","297019226357.243","289762359430.513",
"Lower middle income","LMC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4104271670831.09","4341269633327.41","4563004214540.57","4743872655465.7","4954017921629.18","5294507888683.06","5702674310546.47","6003718892401.51","6145483138071.13","6510137325967.23","6956299758944.7","7394921326710.29","7861973500626.1","8524030675925.94","9333339613977.56","10218675284952","11219508941572.7","12320270089935.1","13065117967497.9","13765425738744.3","14849324574239.7","15887391073331.4","16998639559323.2","17906170569334.7","18660699164481.3","19225621997409.7","20269486527234.6","21493703515937.7","23085240070174","24365025048530.5","23758595754114.3",
"Low & middle income","LMY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10769921578606.3","11353205846292.2","11836633880477.9","12467433014479.2","13119425408432.6","13957927149566.2","14984963096928.8","15975447424434","16336763875750.3","17228873901688.7","18651955455105.2","19799384188425.1","21066646264486.4","22767716143444.1","25191341228019.8","27879371859637.3","31341002737386.2","34954876898542.2","38100830477948.1","39736207062436.2","43281127169922.5","46991327497880.9","50306832471510","53308866239547.5","55578687621758.5","56661991411218.8","59224111742040.9","62849082727109.1","67509152226031.6","71194359088864.6","70540352221937.7",
"Lesotho","LSO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1383348620.42123","1529761722.52286","1673464549.63019","1773258252.14025","1919427796.21245","2024168034.06709","2176597674.94332","2297572893.70437","2359158936.80724","2404612887.30078","2553642572.13655","2702599816.6872","2765220360.79177","2945002584.12999","3075470575.95163","3281189803.72759","3523483057.50231","3769657980.10026","4055193386.155","4034806466.98773","4296782277.30353","4588943848.95465","4652464297.89504","5199255916.2663","5730193288.61063","6336395992.14007","6204961285.19335","5580816901.26206","5644911272.29686","5723765625.89174","5233881803.07789",
"Late-demographic dividend","LTE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5290829415901.4","5534690700418.84","5713295882215.96","6116622620972.51","6542481134526.2","7062027599241.55","7565697236825.68","8106943583401.61","8403232437823.27","8899857030880.39","9744893550993.06","10473705154694.3","11315823684492.1","12374414720968.2","13750184434262.2","15326837243578.7","17556036665236.2","19869856104884.4","22018085173646.7","23013350572677.3","25175161730561.3","27668358195398.5","29713630174059.8","31546288331568.5","32831774355048.5","33091579737345.7","34330938420629.5","36439043664790.5","39417040918729.3","41888999366202.8","42204274792911.2",
"Lithuania","LTU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21470181893.6303","22941745256.2745","25265828814.3046","27550708814.6926","27562071462.9566","29569558409.5746","32765056495.8041","36085824638.129","41171180661.1623","43968080331.2869","48211642533.947","53828557681.5486","61625430414.6212","66270586755.2437","57343843274.0359","62292838525.1748","69297881709.4138","73809005494.2263","79034122256.3816","82647216574.0364","83761417312.2384","88700533710.4277","95492177900.2528","101879121125.096","108428580305.27","109529739069.641",
"Luxembourg","LUX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10932286847.3232","12278949040.5455","12787305335.4852","13640144853.2841","14463730023.7813","15631061617.7717","16413112760.9012","17814379066.176","18799626724.4552","21456887315.5603","24058129421.4061","24791394190.1907","26135003699.075","27158553810.15","29610793941.5775","31997220939.5338","37231043513.6908","40802594367.4888","44452842913.4099","43277145779.6997","45844143137.009","48970848492.8168","51308724180.9019","54838614516.1038","58578323745.8406","61437308583.9496","65980119592.3436","68570197215.6406","71279267300.4735","74037710674.6545","74926832711.4818",
"Latvia","LVA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13678347951.7877","14238767162.8628","15777546461.4449","17033760783.0032","17703546279.4406","19042218143.7103","21147797460.3282","23289297251.1733","25280871485.2437","27764921797.3963","31150175332.9959","35134551196.4146","40077734137.1062","42617061830.4138","36486063289.8509","37169577135.9995","39646142674.3108","43311586458.3971","45564452972.4338","47483513479.8355","49384358752.2535","52362211192.1741","55691171159.2716","59378296468.2881","61703165770.0607","61253411791.567",
"Macao SAR, China","MAC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9362302089.92745","10033092793.5671","11626499126.1792","12519376017.4967","13330460970.8477","14058599993.6497","14256014016.1659","14470422923.7099","13964383569.1231","13831929819.963","14953816518.8153","15723198113.9969","17395055600.3796","19780619956.1686","25722666867.0898","28665837852.0081","33487911384.3717","39365673877.5516","41492353875.7895","42341377072.4346","53596061052.8741","66543283702.9429","75587734812.7121","88662888143.3566","90217341071.9546","70022650971.9238","70409197227.4455","78534544016.2994","85618995062.0221","84958297972.0926","39527290998.7071",
"St. Martin (French part)","MAF","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63749345503.832","70660973432.9195","70755211132.6839","71895921956.1531","81206100746.4838","78427314043.6418","89744679390.7094","89923770135.3571","97518322133.9155","99996017347.7581","104186959602.84","114265954836.287","119696543291.712","129187236500.533","139029206436.019","148078776964.196","164115797564.455","174476003673.646","188405513419.813","197898249083.893","207843489307.36","223315729951.264","226123984328.435","236669859661.439","229401963793.421","247207179584.528","253685437088.192","264212938334.625","279075124115.407","291465062302.723","276311171286.039",
"Monaco","MCO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9400974486.66183","9010486263.71752","9322671040.09223","8810827934.86633","8636983076.45621","9016173227.31765","9775986405.69342","10705207615.2059","11623678408.0761","12819921774.7801","14210699086.4627","15343499608.0814","16228338903.7847","17834433607.222","16892170693.172","18302326301.4121","19771747983.6322","21054653399.4108","23960618216.0205","25218452232.6663","26233146016.6985","29732362696.7569","32101220495.8184","34285944983.7942","36183435515.6651","34054801077.8554",
"Madagascar","MDG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14059947912.7984","13618767019.6688","14093613465.1905","14730650163.3562","15038877729.2062","15611962958.1473","16240284382.2249","17141247376.6663","18013168201.9048","19131944134.3453","20431379138.1988","22128171078.9618","19689099442.1851","22017079903.4677","23798425791.072","25706804724.3808","27914526451.9554","30301286794.8805","32964265020.8762","31894017422.9635","32465464441.7753","33666784883.2373","34211234495.3956","35256747642.2467","36701692063.5901","37486176943.1416","39996972856.607","40514544581.3034","42812543132.7296","45499086232.6789","42743449993.6982",
"Maldives","MDV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1569194921.86276","1723501768.74726","1901647670.27402","2067177687.21785","2226528636.12412","2363844377.17495","2320427418.5719","2528456473.94047","2929532794.57381","3189921611.1014","2857433736.09493","3712603229.17537","4106412499.60849","4583370938.93835","4284461794.62438","4649285283.17933","5153016194.53146","5438384433.88027","6140033356.58292","6957268404.30841","7628331940.20392","8279182674.90245","8963910866.51982","9924765453.23268","10797323505.0571","7264060917.02604",
"Middle East & North Africa","MEA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1934855398900.34","2175918103274.21","2324313929932.44","2436247491539.54","2536375097011.39","2654276738274.5","2829315284679.73","2974359137695.38","3153203280971.16","3257785576143.51","3556453145184.95","3681362851310.22","3797698776138.14","4045271791778.09","4493883965982.44","4848298636611.64","5265892856675.49","5685275752645.14","6055866675440.07","6148708807850.87","6531568194225.13","6899227786486.5","7270557133112.12","7368127865084.85","7372068423672.38","6762518807085.73","6743987734912.17","7139987374497.07","7409535560289.5","7614944299378.56","7442670656339.24",
"Mexico","MEX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","678414631297.192","731979513078.201","778107605101.355","758247409111.742","812704221638.171","777544178691.375","845410743583.087","918870686638.6","977196844446.241","1018601794034.79","1096780829250.8","1116305299601.21","1137595954619.2","1183622615606.06","1263142572213.82","1341775400309.42","1485209697967.45","1560053813909.2","1653898166712.45","1637276799538.65","1741129416219.66","1911319122227.47","2012767821886.24","2064490858166.15","2173227410899.1","2230188837833.73","2383253006289.45","2460766209923.96","2556475133410.15","2609808050747.55","2423129222555.29",
"Marshall Islands","MHL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92202656.5830387","95404446.2381323","104546579.895968","113452849.268631","122686396.647833","135546848.896493","123807647.936969","117898611.222207","118248657.18999","118450317.16","122738009.702617","133992146.982489","141204135.000777","141502373.57958","146691354.527739","154820539.776624","158946084.871418","168488355.381983","161151259.920814","167550822.903583","180806770.418592","183453427.557935","182680391.362427","193355151.314989","195060376.021983","200096495.730958","204851358.382562","215486698.704881","228548556.807465","248085876.125214","245441614.919365",
"Middle income","MIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10547349732363.8","11119384537214","11596755309016.4","12217032535133.5","12860047521284.6","13679695736753","14685886107954","15654946125011.6","16001833379153.4","16877080785493.2","18278841410325.6","19397820870846.2","20641988369684.1","22313573020224.8","24696612755404.3","27335155048270.7","30745234438332.1","34302859449867.8","37398089937923.2","39002091521298.4","42486384686445.4","46168709662424.8","49504015836567.1","52448928891476","54633967862951.5","55663235243881.2","58142062350900.2","61705820574431.7","66292308922197.5","69901860083501.4","69224907396612",
"North Macedonia","MKD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11024728431.6918","10694241609.2103","10219855388.4107","9680657983.35259","9713544459.10401","9806677758.10338","10104582134.5081","10433374802.9564","10936739233.7831","11547032876.7664","12471130551.4605","12316109050.6781","12919308129.8782","13353765097.3489","14565281740.023","15987118750.6366","17706339876.4332","19085982030.1594","21537169019.5305","22594405898.2424","23364814443.3041","24064126928.0264","24558847058.4576","26269620759.8752","27776159300.9177","28751821736.9921","31373289893.8217","32583086287.3712","34726420872.9979","36807367663.865","35264590580.4044",
"Mali","MLI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6791299676.50546","7845591913.3977","7766108018.10273","8202384585.6769","8694205747.22757","8958269298.33934","9765941701.39042","10420605652.3162","11335785829.711","12155029601.5914","12419192366.1739","14643088590.8683","15336761817.1893","17046118533.2694","17778114533.7915","19529841175.56","21058925956.8302","22380109063.2837","23904445313.9993","25244364355.1568","26895625108.4163","28339693401.1737","28185271180.1879","29823029628.6952","32434173880.7766","35447022304.1779","39326484634.0147","41593677730.7733","44613972539.364","47570191182.371","47531012243.4046",
"Malta","MLT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3188383222.69783","3502433654.43956","3750291949.49278","4011210933.90488","4328385544.24385","4699431620.58707","4956805993.63665","5288374617.36476","5575101119.02962","5856490975.39202","7163358106.39763","7278307191.21801","7760931436.28518","8333537771.76475","8638285373.10978","9008196157.25652","9439548016.09782","10179797587.7868","10858152002.863","11000413858.3183","11914908155.6484","12060614196.7987","12703321647.627","13756978519.1535","14924508381.7919","16669491529.3853","18162761915.2475","19957373151.8726","21557427818.2339","23573349946.3203","22398213387.6244",
"Myanmar","MMR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16545400998.9233","17286081477.0533","18473554258.4341","20380242294.0045","22226685737.6226","24327419920.5245","26429382763.8497","28525466108.1651","30508618806.9501","33572978859.7056","38585851499.2249","44348504006.1067","50322213380.088","57913112198.0326","67617152379.3364","79182719268.274","92434554705.7493","106782766813.619","120915261455.24","134520107197.734","149790653610.855","164419280388.933","182371121892.131","196135709328.632","209644114866.49","216277729440.661","213834731308.334","225516863812.204","245722590123.938","266992626560.549","278682479277.023",
"Middle East & North Africa (excluding high income)","MNA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1039235395691.3","1147041469123.68","1227921179883.07","1291730197707","1338355724739.2","1404078955298.25","1514499904417.15","1595025672900.42","1722752844965.87","1826069932948.47","1987413239058.96","2076757427550.33","2172723860614.19","2251736597505.91","2499749250254.96","2687583390754.69","2910462693990.11","3172088949324.37","3352351980599.08","3465477596809.99","3689377262380.82","3741704561620.24","3911054268486.15","3944899860101.3","3891329577750.12","3710239779185.91","3758271072537.14","3933857123013.63","4056698704180.53","4153727845113.24","4089663362288.29",
"Montenegro","MNE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3632363561.70742","4113965328.60913","4329960670.96778","4489957665.84731","4806086515.19858","5106756308.28073","6423786968.88291","7664086895.23415","8524367613.14907","8057427431.69377","8453006971.88702","8974047140.3252","8603990804.77959","9237454813.81283","9557956314.39481","10161592231.2926","11325497837.5304","12249721734.6548","13407300970.0222","14520576948.9134","12763311835.5522",
"Mongolia","MNG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7304733238.00148","6895246099.58696","6399581200.58723","6343676822.65691","6617430869.92062","7186995458.00265","7482164323.68802","7912729917.0184","8269043995.82613","8645988583.98835","8940570943.28758","9406455278.85722","10007490707.2702","10907345508.4981","12391145512.0984","13703932273.8082","15326665410.5643","17351254393.0187","19263123792.0367","19163741461.4291","20621063954.4707","24691841190.0464","28889684311.683","30402499578.9283","32506744921.2182","31928136100.8223","32817601635.4333","35392260803.7048","39048923663.0495","41972674454.4322","40527366336.4199",
"Northern Mariana Islands","MNP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3783268344.30069","4103854174.09143","3940299912.77133","4461211124.07163","4854169583.37953","5067949287.86273","5738874923.86874","6501646963.52844","7227786695.26936","8189894074.05227","8471803374.2382","9704062444.25526","10773428515.8973","11728317236.7915","12997525991.5308","14293102074.8369","16153199279.728","17869261493.2443","19549906100.9895","20943562993.5687","22565301062.4227","24745386724.0785","25745855746.6741","27733011810.3359","29941333846.0074","34918471458.0821","37950978490.3475","36775580595.8018","38955445881.1667","40568620802.1417","40535842370.4028",
"Mauritania","MRT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5365265022.28523","5645885427.51106","5882772422.70353","6375937129.13631","6312772752.69945","7078045738.51594","7627042701.99018","7449419839.36505","7742523962.96044","8142813638.51062","7998674604.9828","8108767980.64662","8350822713.9109","9095217498.59862","9782123425.59358","10950897842.5436","13350699882.2459","13439342117.0449","13655394671.8132","13772963798.7614","14298541791.8009","15206335118.1468","15797573506.5031","17107165464.4978","16883392126.9338","16995094117.3576","19569042826.8309","21877780559.6941","23417191699.7359","25208116419.002","25052734952.5339",
"Mauritius","MUS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5233922329.20266","5650919600.01012","6156113365.24123","6622307499.90722","7043479024.10304","7499512375.24363","8063559954.81802","8674563722.58392","9304840302.16225","9685634617.91024","10714407616.6214","11315956445.922","11680582118.1388","12602481622.8545","13502148251.2013","14170214945.0022","15309357188.843","16620931050.6999","17857009378.4263","18589628807.0342","19629432101.3954","20856589153.2036","21304168424.878","22487480674.613","23312206792.5804","24279686437.2369","26155431238.2557","27081834228.7363","28774700047.0613","30170647909.1902","25976604743.8808",
"Malawi","MWI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6256661636.77311","7032939974.17003","6665737532.51459","7485083950.81337","6862068280.31836","8177973148.20352","8937021168.70744","9441819872.01445","9920011782.62244","10369388925.0003","10768277028.8769","10457002685.3014","10802988617.4924","11631436735.3228","12592035351.9007","13408690180.2945","14463744419.2113","16278099905.4024","17862524107.44","19497650563.7669","21080745974.714","22565748648.2683","22588074106.5796","24912560759.4264","24938173056.451","24209275403.9652","25022613533.2625","26013119290.3345","27807533658.1754","29845990264.1415","30436001516.568",
"Malaysia","MYS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122856220978.573","139134711924.725","154949475897.136","174317891849.445","194441465888.831","218031283575.888","244231699103.697","266803228300.557","249949998046.884","269121239367.784","299511433201.75","307665498645.685","329380603292.233","354917785912.082","389196719509.591","422718912381.707","459833889097.241","501928314714.297","536415236419.847","532323905611.958","578511606785.605","621861803378.808","668155626860.022","691871113876.77","734947546649.784","750777096659.435","783874094211.83","829296989955.658","890335890542.976","946461544283.269","903441464693.405",
"North America","NAC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6490200899921.22","6702340033420.3","7096464201633.36","7464588472948.22","7931059041943.57","8314759906901.06","8786391987219.04","9335397807694.59","9859069882674.34","10480063824816.6","11156706811301.2","11522747322671","11911083311069.8","12485261132218","13300921417414.7","14212213878120.8","15060398782839","15757701830225.9","16060143338578.6","15761548661636.9","16360730353305.4","16977907249203.2","17669476183508.9","18343458824779.9","19153039151341.8","19837841138600.5","20428097528934.5","21313968775144.3","22479344523410.9","23343176714511","22726618934507.2",
"Namibia","NAM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5308668646.56245","5936339912.12366","6508133605.32809","6557163280.64009","6813039755.40468","7227114060.64816","7594303800.216","8056320651.55745","8415161538.58692","8824283778.98098","9336597396.18197","9653781353.35627","10276080462.2027","10910692811.8171","12579164957.0381","13299069319.6298","14670659354.2757","15874340723.425","16611939754.6648","16788122206.2693","18009436676.911","19321711402.13","20501646103.4227","21744370572.4317","23796468378.9393","24615023880.5389","24587611895.3828","24438091227.4492","25290094395.0424","25512950317.9096","23616859676.9294",
"New Caledonia","NCL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6126579248.84709","6305929341.14197","6578677056.9687","6756276299.29826","7028541389.47302","7352252869.08934","7494396845.03627","7744931208.38114","8613167363.23263","8718340248.18975","8805522033.61938","9652699667.26045","10287657352.9455","10706160888.1824","11034391226.9781","12212333971.8195","13328143214.4493","14116293010.9088","15503491543.2257","15928273689.6012","17496153307.7067","18282764961.5946","20618757380.2004","20860788569.3309","21982232411.6596","22908092688.9161","23976535450.2026","25128463060.5944","27587261595.9677","29748064575.5361","31172793904.1551",
"Nigeria","NGA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195930289158.615","203282049710.946","217543594651.067","218167904737.798","218782577310.354","223207919304.82","236831901103.233","248147221995.91","257417573015.81","262659531968.492","282000569306.88","305239982399.302","357598985974.352","391001358105.168","438671520353.205","481459606032.987","526086113116.86","575824742732.046","626734458459.32","682266544598.871","745473030025.964","801440949035.347","833291994452.731","897506108480.495","971491854689.888","982912105652.4","973442207702.023","990700126987.351","1033992766474.73","1075693742556.29","1068726613941.85",
"Nicaragua","NIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8238933408.47468","8501432336.48174","8728765856.81147","8900555792.96633","9394040381.37574","10158036596.2339","11000279813.2355","11641128326.1408","12209096368.6629","13256802829.3238","14109050158.5661","14845431500.1174","15193946918.8828","15866224448.841","17158908838.1749","18451100778.7733","19798970028.7305","21362952267.8077","22526525340.6718","21950844690.0245","23186046181.2999","25165569566.896","26490325310.9707","27949762382.7127","30355546777.3138","32944994652.2256","35895147406.1907","38334687318.9445","37934677109.6617","37192961728.051","36883181266.8661",
"Netherlands","NLD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","286004057867.01","302887669906.829","315075365011.542","326596646042.385","343448087431.694","361575740685.678","379802287905.839","406001471984.44","435212840873.218","462796668420.942","507780035791.198","532645292220.353","556285472929.846","553516727147.912","582563788734.968","614044200508.505","669518625928.318","718924347891.715","763407743799.947","737085358373.048","748994016831.616","777880906388.857","792042289740.032","827475738129.662","830318571509.821","851884866008.706","890488127445.161","943739691874.959","997729932916.361","1035058483850.11","1034856288462.98",
"Norway","NOR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78112922789.6062","83245557573.7161","88185990638.387","92843990294.4709","99620445639.1219","105935835399.959","117243383360.135","125981710608.97","124901921895.951","136333970612.487","165952701240.151","170532420385.714","172360885220.162","175993111308.884","195223611740.833","220981890027.144","252086869267.294","263065796083.72","294277831349.971","267535441149.399","283399996391.173","307471559230.611","327987730556.922","340137921349.59","338506031929.012","313230605417.6","308522092432.707","337993790660.964","370296238032.368","365502323357.107","340454099711.874",
"Nepal","NPL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16238653956.5503","17856879280.9883","19013808322.6351","20213854214.2562","22341740952.7345","23601386762.3539","25314094843.1855","27067616434.2972","28197922190.2733","29867263345.2315","32428104548.3835","34730045830.217","35321778629.871","37397073025.4804","40202182964.6521","42896733424.7245","45681863708.2696","48509334991.9953","52471826868.8769","55268568227.5602","58605567479.5692","61877053748.719","67618420435.103","72735235363.1082","79300444354.3583","80942994652.63","81508795259.0645","98515977278.9959","108570881473.849","117865684028.745","116751562682.27",
"Nauru","NRU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43473161.1765791","43468921.2935774","48982915.4142354","38801879.8508849","48346989.1878828","53144249.9502108","59737237.3463041","67083599.8292964","76139498.5711791","101192728.359488","130441158.734672","136560824.196084","142922030.947144","137240725.229403","149105108.215904","151766860.347617","155303573.379531",
